展示最近9条实时数据。	select * from t_rt_data order by t_rt_data.Id desc limit 9 ;
前24小时里有装置催化裂化装置二号数据的时间点有多少个？	select count ( distinct t_rt_data.Result_time ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B2CHLH' and t_rt_data.Result_time > addtime ( now ( ) , ' - 24 : 0 ' ) ;
前12小时里有装置2#重整装置数据的时间点有多少个？	select count ( distinct t_rt_data.Result_time ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' and t_rt_data.Result_time > addtime ( now ( ) , ' - 12 : 0 ' ) ;
前5小时里有装置催化裂化装置二数据的时间点有多少个？	select count ( distinct t_rt_data.Result_time ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B2CHLH' and t_rt_data.Result_time > addtime ( now ( ) , ' - 5 : 0 ' ) ;
前72小时里有装置二号连续重整装置数据的时间点有多少个？	select count ( distinct t_rt_data.Result_time ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' and t_rt_data.Result_time > addtime ( now ( ) , ' - 72 : 0 ' ) ;
请筛选过去1小时内记录到催化装置一号的数据的时间点个数。	select count ( distinct t_rt_data.Result_time ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B1CHLH' and t_rt_data.Result_time > addtime ( now ( ) , ' - 1 : 0 ' ) ;
请筛选过去72小时内记录到1#催化装置的数据的时间点个数。	select count ( distinct t_rt_data.Result_time ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B1CHLH' and t_rt_data.Result_time > addtime ( now ( ) , ' - 72 : 0 ' ) ;
请筛选过去108小时内记录到催化裂化装置二的数据的时间点个数。	select count ( distinct t_rt_data.Result_time ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B2CHLH' and t_rt_data.Result_time > addtime ( now ( ) , ' - 108 : 0 ' ) ;
请筛选过去120小时内记录到一号催化装置的数据的时间点个数。	select count ( distinct t_rt_data.Result_time ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B1CHLH' and t_rt_data.Result_time > addtime ( now ( ) , ' - 120 : 0 ' ) ;
今天在测点定义表中所有的位点中，采集到数据的有哪些？	select t_rt_info.Tag_code from t_rt_info left join ( select * from t_rt_data where date ( t_rt_data.Result_time ) = curdate ( )  ) as t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code group by t_rt_info.Tag_code having count ( * ) != 0 ;
对于位点定义表中的变量，查询今天有数据记录的那些。	select t_rt_info.Tag_code from t_rt_info left join ( select * from t_rt_data where date ( t_rt_data.Result_time ) = curdate ( )  ) as t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code group by t_rt_info.Tag_code having count ( * ) != 0 ;
在测点定义表中的变量，昨天有哪些没有采集到数据的位点？	select t_rt_info.Tag_code from t_rt_info left join ( select * from t_rt_data where date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 )  ) as t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code group by t_rt_info.Tag_code having count ( * ) = 0 ;
有哪些测点定义表中的位点昨天没有实时数据的记录？	select t_rt_info.Tag_code from t_rt_info left join ( select * from t_rt_data where date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 )  ) as t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code group by t_rt_info.Tag_code having count ( * ) = 0 ;
帮我调取今天所有超过了高高报警限的变量。	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value > t_rt_info.UUpper_limit ;
哪些变量在今天的实时数据有超过过它的高高报警？	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value > t_rt_info.UUpper_limit ;
查看过去1小时内低于各自低报限的位号和时间。	select t_rt_data.Tag_code , t_rt_data.Result_time from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 1 : 0 ' ) and t_rt_data.Result_value < t_rt_info.Lower_limit ;
查看过去24小时内低于各自低报限的位号和时间。	select t_rt_data.Tag_code , t_rt_data.Result_time from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 24 : 0 ' ) and t_rt_data.Result_value < t_rt_info.Lower_limit ;
查询前24小时低于低报限的变量和发生的时间。	select t_rt_data.Tag_code , t_rt_data.Result_time from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 24 : 0 ' ) and t_rt_data.Result_value < t_rt_info.Lower_limit ;
查询前72小时低于低报限的变量和发生的时间。	select t_rt_data.Tag_code , t_rt_data.Result_time from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 72 : 0 ' ) and t_rt_data.Result_value < t_rt_info.Lower_limit ;
F203炉出口温度在过去14分钟里，有多少个数据点是在高报阈值和低报阈值之间的？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211TIC_20105' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 14 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
两器压差在过去26分钟里，有多少个数据点是在高报阈值和低报阈值之间的？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B1CHLH_PDT211A.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 26 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
R101压降在过去9分钟里，有多少个数据点是在高报阈值和低报阈值之间的？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211PDI_10301' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 9 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
膜分离产品氢纯度在过去37分钟里，有多少个数据点是在高报阈值和低报阈值之间的？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211AT_30105' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 37 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
统计在最近23分钟内塔301顶冷回流流量调节落在高报和低报阈值之间的采样点个数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B1CHLH_FIC311.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 23 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
统计在最近28分钟内F103炉出口总温度落在高报和低报阈值之间的采样点个数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211TIC_11107' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 28 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
统计在最近16分钟内T101顶温落在高报和低报阈值之间的采样点个数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211TI_10903' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 16 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
统计在最近25分钟内二反藏量落在高报和低报阈值之间的采样点个数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B2CHLH_0202B_WC1102.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 25 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
外取热器下部温度的上一个数据点是否低于低低报警限了？	select ( select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_TI243.PV' order by t_rt_data.Id desc limit 1 ) < ( select t_rt_info.LLower_limit from t_rt_info where t_rt_info.Tag_code = '3B1CHLH_TI243.PV' ) ;
T202塔釜液位的上一个数据点是否低于低低报警限了？	select ( select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211LIC_21701' order by t_rt_data.Id desc limit 1 ) < ( select t_rt_info.LLower_limit from t_rt_info where t_rt_info.Tag_code = '2B2LXCZ_0211LIC_21701' ) ;
T202回流线温度的最新数据是否不到它的低低报警值？	select ( select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211TI_21709' order by t_rt_data.Id desc limit 1 ) < ( select t_rt_info.LLower_limit from t_rt_info where t_rt_info.Tag_code = '2B2LXCZ_0211TI_21709' ) ;
V106回流量的最新数据是否不到它的低低报警值？	select ( select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211FIC_11002' order by t_rt_data.Id desc limit 1 ) < ( select t_rt_info.LLower_limit from t_rt_info where t_rt_info.Tag_code = '2B2LXCZ_0211FIC_11002' ) ;
最近46分钟，装置二催当中的变量有哪些有过高于高报限的时刻，按它们的位号排序。	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B2CHLH' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 46 ' ) and t_rt_data.Result_value > t_rt_info.Upper_limit order by t_rt_data.Tag_code ;
最近2分钟，装置二号连续重整装置当中的变量有哪些有过高于高报限的时刻，按它们的位号排序。	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 2 ' ) and t_rt_data.Result_value > t_rt_info.Upper_limit order by t_rt_data.Tag_code ;
最近27分钟，装置二号重整装置当中的变量有哪些有过高于高报限的时刻，按它们的位号排序。	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 27 ' ) and t_rt_data.Result_value > t_rt_info.Upper_limit order by t_rt_data.Tag_code ;
最近56分钟，装置二催当中的变量有哪些有过高于高报限的时刻，按它们的位号排序。	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B2CHLH' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 56 ' ) and t_rt_data.Result_value > t_rt_info.Upper_limit order by t_rt_data.Tag_code ;
按照催化装置一中的不同变量分别统计最近28分钟内出现采样数据高于高报阈值的时刻。	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B1CHLH' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 28 ' ) and t_rt_data.Result_value > t_rt_info.Upper_limit order by t_rt_data.Tag_code ;
按照催化裂化装置二号中的不同变量分别统计最近46分钟内出现采样数据高于高报阈值的时刻。	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B2CHLH' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 46 ' ) and t_rt_data.Result_value > t_rt_info.Upper_limit order by t_rt_data.Tag_code ;
按照催化裂化装置二号中的不同变量分别统计最近39分钟内出现采样数据高于高报阈值的时刻。	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B2CHLH' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 39 ' ) and t_rt_data.Result_value > t_rt_info.Upper_limit order by t_rt_data.Tag_code ;
按照催化装置一号中的不同变量分别统计最近11分钟内出现采样数据高于高报阈值的时刻。	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B1CHLH' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 11 ' ) and t_rt_data.Result_value > t_rt_info.Upper_limit order by t_rt_data.Tag_code ;
将装置催化装置二号中的变量按低于低报警限的次数降序排序。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B2CHLH' group by t_rt_data.Tag_code order by sum ( t_rt_data.Result_value < t_rt_info.Lower_limit ) desc ;
将装置催化装置一号中的变量按低于低报警限的次数降序排序。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B1CHLH' group by t_rt_data.Tag_code order by sum ( t_rt_data.Result_value < t_rt_info.Lower_limit ) desc ;
按照低于低报阈值的次数从多到少的顺序给属于2#连续重整的位号排序。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_data.Tag_code order by sum ( t_rt_data.Result_value < t_rt_info.Lower_limit ) desc ;
按照低于低报阈值的次数从多到少的顺序给属于2#催化裂化装置的位号排序。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B2CHLH' group by t_rt_data.Tag_code order by sum ( t_rt_data.Result_value < t_rt_info.Lower_limit ) desc ;
统计哪些变量在昨天没有出现过低于低报警限或者高于高报警限的情况。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 ) group by t_rt_data.Tag_code having ( sum ( t_rt_data.Result_value < t_rt_info.Lower_limit or t_rt_data.Result_value > t_rt_info.Upper_limit ) = 0 ) ;
哪些位号在昨天的所有实时数据中没有低于低报也没有高于高报。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 ) group by t_rt_data.Tag_code having ( sum ( t_rt_data.Result_value < t_rt_info.Lower_limit or t_rt_data.Result_value > t_rt_info.Upper_limit ) = 0 ) ;
查询在装置催化装置二中，哪个变量在过去12小时有最多次超过了高高报警限。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B2CHLH' group by t_rt_data.Tag_code order by sum ( t_rt_data.Result_time > addtime ( now ( ) , ' - 12 : 0 ' )  ) desc limit 1 ;
查询在装置连续重整2中，哪个变量在过去5小时有最多次超过了高高报警限。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_data.Tag_code order by sum ( t_rt_data.Result_time > addtime ( now ( ) , ' - 5 : 0 ' )  ) desc limit 1 ;
查询在装置二号连续重整装置中，哪个变量在过去12小时有最多次超过了高高报警限。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_data.Tag_code order by sum ( t_rt_data.Result_time > addtime ( now ( ) , ' - 12 : 0 ' )  ) desc limit 1 ;
查询在装置连续重整2中，哪个变量在过去36小时有最多次超过了高高报警限。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_data.Tag_code order by sum ( t_rt_data.Result_time > addtime ( now ( ) , ' - 36 : 0 ' )  ) desc limit 1 ;
在上48小时里，连续重整装置二号中的哪个变量超过高高报警阈值的次数最多？	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_data.Tag_code order by sum ( t_rt_data.Result_time > addtime ( now ( ) , ' - 48 : 0 ' )  ) desc limit 1 ;
在上2小时里，一号催化中的哪个变量超过高高报警阈值的次数最多？	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B1CHLH' group by t_rt_data.Tag_code order by sum ( t_rt_data.Result_time > addtime ( now ( ) , ' - 2 : 0 ' )  ) desc limit 1 ;
在上9小时里，一号催化装置中的哪个变量超过高高报警阈值的次数最多？	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B1CHLH' group by t_rt_data.Tag_code order by sum ( t_rt_data.Result_time > addtime ( now ( ) , ' - 9 : 0 ' )  ) desc limit 1 ;
在上72小时里，催化裂化2中的哪个变量超过高高报警阈值的次数最多？	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B2CHLH' group by t_rt_data.Tag_code order by sum ( t_rt_data.Result_time > addtime ( now ( ) , ' - 72 : 0 ' )  ) desc limit 1 ;
对每个在前41分钟里低于低报限的关键变量，统计它们这段时间内的低于低报警限的次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 41 ' ) and t_rt_data.Result_value < t_rt_info.Lower_limit group by t_rt_data.Tag_code having count ( * ) > 0 ;
对每个在前3分钟里低于低报限的关键变量，统计它们这段时间内的低于低报警限的次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 3 ' ) and t_rt_data.Result_value < t_rt_info.Lower_limit group by t_rt_data.Tag_code having count ( * ) > 0 ;
对那些在过去19分钟内有过低于低报阈值的关键报警，分别查询这段时间内低于低报阈值的次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 19 ' ) and t_rt_data.Result_value < t_rt_info.Lower_limit group by t_rt_data.Tag_code having count ( * ) > 0 ;
对那些在过去36分钟内有过低于低报阈值的关键报警，分别查询这段时间内低于低报阈值的次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 36 ' ) and t_rt_data.Result_value < t_rt_info.Lower_limit group by t_rt_data.Tag_code having count ( * ) > 0 ;
有哪些变量在过去44分钟里全部的采样值都高于它的高报？	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code group by t_rt_data.Tag_code having sum ( t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 44 ' ) and t_rt_data.Result_value <= t_rt_info.Upper_limit ) = 0 ;
有哪些变量在过去27分钟里全部的采样值都高于它的高报？	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code group by t_rt_data.Tag_code having sum ( t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 27 ' ) and t_rt_data.Result_value <= t_rt_info.Upper_limit ) = 0 ;
告诉我在最近18分钟里实时数据全部高于高报阈值的变量。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code group by t_rt_data.Tag_code having sum ( t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 18 ' ) and t_rt_data.Result_value <= t_rt_info.Upper_limit ) = 0 ;
告诉我在最近25分钟里实时数据全部高于高报阈值的变量。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code group by t_rt_data.Tag_code having sum ( t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 25 ' ) and t_rt_data.Result_value <= t_rt_info.Upper_limit ) = 0 ;
今天哪个装置发生了最多次位点数据不到低报阈值的情况？	select t_rt_info.Unit_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value < t_rt_info.Lower_limit group by t_rt_info.Unit_code order by count ( * ) desc limit 1 ;
统计今天发生采样数据低于低报阈值次数最多的装置。	select t_rt_info.Unit_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value < t_rt_info.Lower_limit group by t_rt_info.Unit_code order by count ( * ) desc limit 1 ;
哪些变量在今天又有过不到低低报警限、同时还超过过高高报警限？	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) group by t_rt_data.Tag_code having sum ( t_rt_data.Result_value < t_rt_info.LLower_limit ) > 0 and sum ( t_rt_data.Result_value > t_rt_info.UUpper_limit ) > 0 ;
查询在今天的实时数据中，发生过低于低低报也发生过高于高高报的变量。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) group by t_rt_data.Tag_code having sum ( t_rt_data.Result_value < t_rt_info.LLower_limit ) > 0 and sum ( t_rt_data.Result_value > t_rt_info.UUpper_limit ) > 0 ;
查询位号至V701除氧水流量最近40分钟内有几次在低报限和高报限之间。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B2CHLH_0202B_FC280_2.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 40 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
查询位号中压汽包容208液位控制最近11分钟内有几次在低报限和高报限之间。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B1CHLH_LIC2813.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 11 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
查询位号C202一段入口流量最近28分钟内有几次在低报限和高报限之间。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211FI_20802' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 28 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
查询位号V106顶压最近26分钟内有几次在低报限和高报限之间。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211PIC_11001' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 26 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
V303入口流量在最近5分钟里有多少次采样落在它的低报警限和高报警限之间？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211FIC_30803' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 5 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
再生专用氮气在最近46分钟里有多少次采样落在它的低报警限和高报警限之间？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211FIQ_40302' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 46 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
八罐区瓦斯进一催V301瞬时流量在最近44分钟里有多少次采样落在它的低报警限和高报警限之间？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B1CHLH_FI10201.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 44 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
V107液位在最近50分钟里有多少次采样落在它的低报警限和高报警限之间？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211LIC_11201' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 50 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
查询R201出入口压差在今天没有超过高报限的记录里最大的那个值。	select t_rt_data.Result_value from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211PDI_20201' and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value < t_rt_info.Upper_limit order by t_rt_data.Result_value desc limit 1 ;
查询容304入口中压给水流控在今天没有超过高报限的记录里最大的那个值。	select t_rt_data.Result_value from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B1CHLH_FIC2811.PV' and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value < t_rt_info.Upper_limit order by t_rt_data.Result_value desc limit 1 ;
分馏塔-301底油浆液相温度在今天低于高报限的最大值是多少？	select t_rt_data.Result_value from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B1CHLH_TI388.PV' and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value < t_rt_info.Upper_limit order by t_rt_data.Result_value desc limit 1 ;
吸收塔二中抽出温度在今天低于高报限的最大值是多少？	select t_rt_data.Result_value from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B1CHLH_TI410.PV' and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value < t_rt_info.Upper_limit order by t_rt_data.Result_value desc limit 1 ;
