请告诉我最近49分钟的所有实时数据。	select * from t_rt_data where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 49 ' ) ;
对每个在前41分钟里低于低报限的关键变量，统计它们这段时间内的低于低报警限的次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 41 ' ) and t_rt_data.Result_value < t_rt_info.Lower_limit group by t_rt_data.Tag_code having count ( * ) > 0 ;
有哪些变量在过去44分钟里全部的采样值都高于它的高报？	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code group by t_rt_data.Tag_code having sum ( t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 44 ' ) and t_rt_data.Result_value <= t_rt_info.Upper_limit ) = 0 ;
今天哪个装置发生了最多次位点数据不到低报阈值的情况？	select t_rt_info.Unit_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value < t_rt_info.Lower_limit group by t_rt_info.Unit_code order by count ( * ) desc limit 1 ;
哪些变量在今天又有过不到低低报警限、同时还超过过高高报警限？	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) group by t_rt_data.Tag_code having sum ( t_rt_data.Result_value < t_rt_info.LLower_limit ) > 0 and sum ( t_rt_data.Result_value > t_rt_info.UUpper_limit ) > 0 ;
查询位号至V701除氧水流量最近40分钟内有几次在低报限和高报限之间。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B2CHLH_0202B_FC280_2.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 40 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
查询R201出入口压差在今天没有超过高报限的记录里最大的那个值。	select t_rt_data.Result_value from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211PDI_20201' and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value < t_rt_info.Upper_limit order by t_rt_data.Result_value desc limit 1 ;
告诉我所有单位是阀位的变量在过去15分钟的数据。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 15 ' ) and t_rt_info.Tag_unit = 'valve' ;
单位是密度的位号在今天总共采集到多少条数据？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_info.Tag_unit = 'density' ;
过去35分钟内的数据中，有多少不同的位号具有单位液位？	select count ( distinct t_rt_data.Tag_code ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time < addtime ( now ( ) , ' - 0 : 35 ' ) and t_rt_info.Tag_unit = 'level' ;
统计每个单位是液位的数据在过去4小时内的数据的均值。	select avg ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 4 : 0 ' ) and t_rt_info.Tag_unit = 'level' group by t_rt_data.Tag_code ;
计算所有单位与变量待生斜管滑阀压降调节相同的位号在今天采集到的数据各自的均值。	select avg ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '3B1CHLH_PDIC227.PV' ) group by t_rt_data.Tag_code ;
返回从今天2点到11点，所有单位是压力的位号的数据的最大值和最小值。	select max ( t_rt_data.Result_value ) , min ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time between addtime ( curdate ( ) , ' 2 : 0 ' ) and addtime ( curdate ( ) , ' 11 : 0 ' ) and t_rt_info.Tag_unit = 'pressure' ;
按单位将过去35分钟里的数据分类返回。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 35 ' ) order by t_rt_info.Tag_unit ;
统计所有不同单位的数据在今天的最大值。	select max ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) group by t_rt_info.Tag_unit ;
预加氢进料2最近3条高报警记录中，有多少是没有超过它的高高限的？	select sum ( t_rt_data.Result_value <= t_rt_info.UUpper_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211FIC_10102' and t_rt_data.Alarm_status = 2 order by t_rt_data.Id desc limit 3 ;
容304入口中压给水流控最近2条低报警记录中，有多少是没有低于它的低低报警值的？	select sum ( t_rt_data.Result_value >= t_rt_info.LLower_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B1CHLH_FIC2811.PV' and t_rt_data.Alarm_status = 1 order by t_rt_data.Id desc limit 2 ;
在最近的2条高报警记录中，有几条还没有高于它们各自的高高报警值？	select sum ( t_rt_data.Result_value <= t_rt_info.UUpper_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Alarm_status = 2 order by t_rt_data.Id desc limit 2 ;
在数据库中有多少条高报警记录的值实际上没有高于高报警值？	select sum ( t_rt_data.Result_value <= t_rt_info.UUpper_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Alarm_status = 2 ;
关键变量在昨天发生了多少次报警？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 ) and t_rt_data.Alarm_status != 0 ;
今天有几次关键变量的报警？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Alarm_status != 0 ;
今天有哪些关键变量发生了报警了？	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Alarm_status != 0 ;
每个装置在今天分别有哪些关键变量发生了报警？	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Alarm_status != 0 order by t_rt_info.Unit_code ;
按不同的装置统计过去10小时内发生关键报警的位号数量。	select count ( distinct t_rt_data.Tag_code ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 10 : 0 ' ) and t_rt_data.Alarm_status != 0 group by t_rt_info.Unit_code ;
选择今天所有关键报警的记录。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 ) and t_rt_data.Alarm_status != 0 ;
返回最近48小时的关键变量报警中，数值高于各自的高高报警值或低于各自的低低报警值的记录。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 48 : 0 ' ) and t_rt_data.Alarm_status != 0 and ( t_rt_data.Result_value > t_rt_info.UUpper_limit or t_rt_data.Result_value < t_rt_info.LLower_limit ) ;
统计最近24小时关键变量发生的报警次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 24 : 0 ' ) and t_rt_data.Alarm_status != 0 ;
关键位号在5小时内有多少条数据记录？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 5 : 0 ' ) ;
统计所有关键变量在过去36小时内的报警次数，按次数升序排列。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 36 : 0 ' ) and t_rt_data.Alarm_status != 0 group by t_rt_data.Tag_code order by count ( * ) desc ;
计算装置二号连续重整装置中的关键位号在最近5小时内各自的报警次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_info.Unit_code = '2B2LXCZ' and t_rt_data.Result_time > addtime ( now ( ) , ' - 5 : 0 ' ) and t_rt_data.Alarm_status != 0 group by t_rt_data.Tag_code ;
哪个关键位号在最近120小时内发生了最多次数的报警？	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 120 : 0 ' ) and t_rt_data.Alarm_status != 0 group by t_rt_data.Tag_code order by count ( * ) desc limit 1 ;
对于装置二号催化，统计今天发生高报次数最多的前2个关键变量。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_info.Unit_code = '3B2CHLH' and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Alarm_status = 2 group by t_rt_data.Tag_code order by count ( * ) desc limit 2 ;
在所有变量里，统计今天发生关键报警次数最多的100个变量。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Alarm_status != 0 group by t_rt_data.Tag_code order by count ( * ) desc limit 100 ;
统计所有关键变量在过去20分钟内各自的均值。	select avg ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 20 ' ) group by t_rt_data.Tag_code ;
计算所有关键位号今天数据记录的最大和最小值。	select max ( t_rt_data.Result_value ) , min ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = curdate ( ) group by t_rt_data.Tag_code ;
有哪些今天发生过高报的关键变量，没有大于它们高高报警值的记录，告诉我这些变量的编码。	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Alarm_status = 2 and t_rt_data.Result_value < t_rt_info.UUpper_limit ;
统计最近7条关键报警发生低报的记录，返回低于它们低低报警值的记录数量。	select sum ( t_rt_data.Result_value <= t_rt_info.LLower_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Alarm_status = 1 order by t_rt_data.Id desc limit 7 ;
显示最近3分钟内发生报警的变量的描述。	select t_rt_info.Tag_desc from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 3 ' ) and t_rt_data.Alarm_status != 0 group by t_rt_data.Tag_code ;
昨天发生过报警的变量的位号和描述是什么？	select t_rt_data.Tag_code , t_rt_info.Tag_desc from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 ) and t_rt_data.Alarm_status != 0 group by t_rt_data.Tag_code ;
总共有多少条路径？	select count ( * ) from t_model_data ;
分馏塔底液相温度这个变量有多少条路径？	select count ( * ) from t_model_data where t_model_data.Tag_code = '3B2CHLH_0202B_TI284.PV' ;
返回所有路径条数大于4的位号。	select t_model_data.Tag_code from t_model_data group by t_model_data.Tag_code having count ( * ) > 4 ;
计算每个位号拥有的路径数目。	select count ( * ) from t_model_data group by t_model_data.Tag_code ;
哪个位号有最多的路径？	select t_model_data.Tag_code from t_model_data group by t_model_data.Tag_code order by count ( * ) desc limit 1 ;
哪些位号的路径数只有17条？	select t_model_data.Tag_code from t_model_data group by t_model_data.Tag_code having count ( * ) = 17 ;
哪几个位号的可能路径数小于8？	select t_model_data.Tag_code from t_model_data group by t_model_data.Tag_code having count ( * ) < 8 ;
有多少变量对应的模型数量大于1？	select count ( t_model_data.Tag_code ) from t_model_data group by t_model_data.Tag_code having count ( * ) > 1 ;
所有位号的路径数的最大值是多少？	select count ( * ) from t_model_data group by t_model_data.Tag_code order by count ( * ) desc limit 1 ;
查看模型表中所有不同的位号。	select distinct t_model_data.Tag_code from t_model_data ;
展示变量预加氢进料1的所有因果路径。	select t_model_data.Inference_path from t_model_data where t_model_data.Tag_code = '2B2LXCZ_0211FIQ_10101' ;
变量V106顶压有多少条因果路径？	select count ( t_model_data.Inference_path ) from t_model_data where t_model_data.Tag_code = '2B2LXCZ_0211PIC_11001' ;
按推理路径的长度由短到长的顺序给蒸汽至至提升管反应器流控的路径排序。	select t_model_data.Inference_path from t_model_data where t_model_data.Tag_code = '3B1CHLH_FIC236.PV' order by length ( t_model_data.Inference_path ) asc ;
按字母顺序升序输出位号两器差压的所有路径。	select t_model_data.Inference_path from t_model_data where t_model_data.Tag_code = '3B2CHLH_0202B_PDT111.PV' order by t_model_data.Inference_path asc ;
显示V103含硫干气流量的因果路径里最短的8条。	select t_model_data.Inference_path from t_model_data where t_model_data.Tag_code = '2B2LXCZ_0211FI_10502' order by length ( t_model_data.Inference_path ) asc limit 8 ;
展示数据库中最长的1条路径。	select t_model_data.Inference_path from t_model_data order by length ( t_model_data.Inference_path ) desc limit 1 ;
按推理路径的长度升序给数据库中的路径排序。	select t_model_data.Inference_path from t_model_data order by length ( t_model_data.Inference_path ) asc ;
按推理路径中包含的字符个数，由多到少地给模型表中的数据排序。	select t_model_data.Inference_path from t_model_data order by length ( t_model_data.Inference_path ) desc ;
反应油气至分馏塔压力的哪条推理路径有最多的字符数？	select t_model_data.Inference_path from t_model_data where t_model_data.Tag_code = '3B1CHLH_PI371.PV' order by length ( t_model_data.Inference_path ) desc limit 1 ;
模型表中有几条推理路径为空的数据记录？	select count ( * ) from t_model_data where t_model_data.Inference_path is null ;
记录模型的表中，推理路径的平均长度是多少？	select avg ( length ( t_model_data.Inference_path )  ) from t_model_data ;
H301出口温度有多少个不同的根原因？	select count ( distinct t_model_data.Inference_root_cause_id ) from t_model_data where t_model_data.Tag_code = '2B2LXCZ_0211TIC_30621' ;
按出现次数的由多到少的顺序给沉降器(R201)汽提段温度的所有根原因排序。	select t_model_data.Inference_root_cause_id from t_model_data where t_model_data.Tag_code = '3B1CHLH_TI215.PV' group by t_model_data.Inference_root_cause_id order by count ( * ) ;
列举热蜡油进装置流量的全部根原因。	select distinct t_model_data.Inference_root_cause_id from t_model_data where t_model_data.Tag_code = '3B2CHLH_0202B_FI222_2.PV' ;
容304液位控制选择开关的哪些根原因出现过17次以上？	select t_model_data.Inference_root_cause_id from t_model_data where t_model_data.Tag_code = '3B1CHLH_LI2811.PV' group by t_model_data.Inference_root_cause_id having count ( * ) > 17 ;
哪个变量是18个以上不同变量的根原因？	select t_model_data.Inference_root_cause_id from t_model_data group by t_model_data.Inference_root_cause_id having count ( distinct t_model_data.Tag_code ) > 18 ;
按根原因出现的次数从多到少将它们排序。	select t_model_data.Inference_root_cause_id from t_model_data group by t_model_data.Inference_root_cause_id order by count ( * ) desc ;
哪个变量出现在了最多个不同位号的根原因中？	select t_model_data.Inference_root_cause_id from t_model_data group by t_model_data.Inference_root_cause_id order by count ( distinct t_model_data.Tag_code ) desc limit 1 ;
按变量出现在不同位号的根原因中的个数从少到多排序。	select t_model_data.Inference_root_cause_id from t_model_data group by t_model_data.Inference_root_cause_id order by count ( distinct t_model_data.Tag_code ) asc ;
F202瓦斯流量是哪些不同变量的根原因？	select distinct t_model_data.Tag_code from t_model_data where t_model_data.Inference_root_cause_id = '2B2LXCZ_0211FIC_21901' ;
展示所有根原因是E201出料端压差的数据记录。	select * from t_model_data where t_model_data.Inference_root_cause_id = '2B2LXCZ_0211PDI_20301' ;
位号粗汽油去吸收塔流控和位号吸收塔一中回流温度有哪些共同的可能根原因？	select t_model_data.Inference_root_cause_id from t_model_data group by t_model_data.Inference_root_cause_id having sum ( t_model_data.Tag_code = '3B1CHLH_FIC317A.PV' ) > 0 and sum ( t_model_data.Tag_code = '3B1CHLH_TI412.PV' ) > 0 ;
对于那些根原因是塔301顶循环回流变频-2#泵的模型，展示它们的推理路径。	select t_model_data.Inference_path from t_model_data where t_model_data.Inference_root_cause_id = '3B1CHLH_FIC310B.PV' ;
有多少条路径的根原因是V106回流量？	select count ( * ) from t_model_data where t_model_data.Inference_root_cause_id = '2B2LXCZ_0211FIC_11002' ;
模型表中有哪些位号只有10条路径？	select t_model_data.Tag_code from t_model_data group by t_model_data.Tag_code having count ( * ) = 10 ;
有哪几个位号对应的根原因只有1种？	select t_model_data.Tag_code from t_model_data group by t_model_data.Tag_code having count ( distinct t_model_data.Inference_root_cause_id ) = 1 ;
展示每个变量的可能根原因数量。	select count ( distinct t_model_data.Inference_root_cause_id ) from t_model_data group by t_model_data.Tag_code ;
按根原因的数量从多到少的顺序给模型表中的位号排序。	select t_model_data.Tag_code from t_model_data group by t_model_data.Tag_code order by count ( distinct t_model_data.Inference_root_cause_id ) desc ;
全部位号中，有多少个变量只有9个或更少的不同根原因？	select t_model_data.Tag_code from t_model_data group by t_model_data.Tag_code having count ( distinct t_model_data.Inference_root_cause_id ) <= 9 ;
有哪些变量既出现在了模型的根原因中也出现在了模型数据表的结果变量栏？	select distinct t_model_data.Tag_code from t_model_data group by t_model_data.Tag_code having t_model_data.Tag_code in ( select distinct t_model_data.Inference_root_cause_id from t_model_data ) ;
膜分离产品氢纯度也在模型表中的待推理变量中吗？	select '2B2LXCZ_0211AT_30105' in ( select distinct t_model_data.Tag_code from t_model_data ) ;
再生器(R202)T型快分出口有多少条推理路径的根原因是3.5MPa蒸汽流量？	select count ( * ) from t_model_data where t_model_data.Tag_code = '3B1CHLH_TI223A.PV' and t_model_data.Inference_root_cause_id = '2B2LXCZ_0211FIQ_40102' ;
变量沉降器腔体压力的推理路径中，有几条是根原因不是E307A、B出口温度指示？	select count ( * ) from t_model_data where t_model_data.Tag_code = '3B2CHLH_0202B_PRA104.PV' and t_model_data.Inference_root_cause_id != '3B2CHLH_0202B_TI320.PV' ;
告诉我装置重整装置2中不同的根原因最多的2个变量。	select t_model_data.Tag_code from t_model_data inner join t_rt_info on t_model_data.Tag_code = t_rt_info.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' group by t_model_data.Tag_code order by count ( distinct t_model_data.Inference_root_cause_id ) desc limit 2 ;
对装置催化装置一，有多少条推理路径的根原因也是模型表中的起始变量？	select count ( * ) from t_model_data inner join t_rt_info on t_model_data.Tag_code = t_rt_info.Tag_code where t_rt_info.Unit_code = '3B1CHLH' and t_model_data.Inference_root_cause_id in ( select distinct t_model_data.Tag_code from t_model_data ) ;
按装置，并按不同根原因数量从小到大的顺序给位号排序。	select t_model_data.Tag_code from t_model_data inner join t_rt_info on t_model_data.Tag_code = t_rt_info.Tag_code group by t_model_data.Tag_code order by t_rt_info.Unit_code , count ( distinct t_model_data.Inference_root_cause_id ) ;
装置一号催化裂化装置中有哪些变量有13个或更多的不同根原因？	select t_model_data.Tag_code from t_model_data inner join t_rt_info on t_model_data.Tag_code = t_rt_info.Tag_code where t_rt_info.Unit_code = '3B1CHLH' group by t_model_data.Tag_code having count ( distinct t_model_data.Inference_root_cause_id ) > 13 ;
列举装置连续重整二中的变量的所有根原因。	select distinct t_model_data.Inference_root_cause_id from t_model_data inner join t_rt_info on t_model_data.Tag_code = t_rt_info.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' ;
在装置催化裂化2中，哪个变量作为根原因出现在模型中的次数最多？	select t_model_data.Inference_root_cause_id from t_model_data inner join t_rt_info on t_model_data.Tag_code = t_rt_info.Tag_code where t_rt_info.Unit_code = '3B2CHLH' group by t_model_data.Inference_root_cause_id order by count ( * ) desc limit 1 ;
罗列所有在装置1#催化裂化装置中作为根原因出现过的变量，并按出现的次数从多到少排序。	select t_model_data.Inference_root_cause_id from t_model_data inner join t_rt_info on t_model_data.Tag_code = t_rt_info.Tag_code where t_rt_info.Unit_code = '3B1CHLH' group by t_model_data.Inference_root_cause_id order by count ( * ) desc ;
按下属的路径数由少到多给装置排序。	select t_rt_info.Unit_code from t_model_data inner join t_rt_info on t_model_data.Tag_code = t_rt_info.Tag_code group by t_rt_info.Unit_code order by count ( * ) asc ;
查看重整装置二号中模型数量大于9的位号。	select t_model_data.Tag_code from t_model_data inner join t_rt_info on t_model_data.Tag_code = t_rt_info.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' group by t_model_data.Tag_code having count ( * ) > 9 ;
模型表里一号催化装置中总共有多少个不同的位号？	select count ( distinct t_model_data.Tag_code ) from t_model_data inner join t_rt_info on t_model_data.Tag_code = t_rt_info.Tag_code where t_rt_info.Unit_code = '3B1CHLH' ;
告诉我装置1#催化裂化装置中拥有模型最多的前5个位号。	select t_model_data.Tag_code from t_model_data inner join t_rt_info on t_model_data.Tag_code = t_rt_info.Tag_code where t_rt_info.Unit_code = '3B1CHLH' group by t_model_data.Tag_code order by count ( * ) desc limit 5 ;
2#催化装置当中有几条路径？	select count ( * ) from t_model_data inner join t_rt_info on t_model_data.Tag_code = t_rt_info.Tag_code where t_rt_info.Unit_code = '3B2CHLH' ;
根据不同的装置分别统计模型拥有的路径数。	select count ( * ) from t_model_data inner join t_rt_info on t_model_data.Tag_code = t_rt_info.Tag_code group by t_rt_info.Unit_code ;
模型表中有哪些不是关键报警的位号？	select t_model_data.Tag_code from t_model_data inner join t_rt_info on t_model_data.Tag_code = t_rt_info.Tag_code where t_rt_info.Key_tag = 0 ;
哪些关键位号在模型表中没有相应的模型？	select t_rt_info.Tag_code from t_rt_info where t_rt_info.Key_tag = 1 and t_rt_info.Tag_code not in ( select distinct t_model_data.Tag_code from t_model_data ) ;
在模型表中查看所有位号单位是摩尔比的变量路径。	select t_model_data.Inference_path from t_model_data inner join t_rt_info on t_model_data.Tag_code = t_rt_info.Tag_code where t_rt_info.Tag_unit = 'ratio' ;
展示单位是液位的变量的模型总个数。	select count ( * ) from t_model_data inner join t_rt_info on t_model_data.Tag_code = t_rt_info.Tag_code where t_rt_info.Tag_unit = 'level' ;
有多少条路径的根原因是关键变量？	select count ( * ) from t_model_data inner join t_rt_info on t_model_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 ;
哪些变量的根原因是关键位号？	select distinct t_model_data.Tag_code from t_model_data inner join t_rt_info on t_model_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 ;
有哪些变量既是某个模型的根原因又是关键变量？	select t_rt_info.Tag_code from t_rt_info where t_rt_info.Key_tag = 1 and t_rt_info.Tag_code in ( select distinct t_model_data.Inference_root_cause_id from t_model_data ) ;
有哪些关键变量不是任何一个模型的根原因？	select t_rt_info.Tag_code from t_rt_info where t_rt_info.Key_tag = 1 and t_rt_info.Tag_code not in ( select distinct t_model_data.Inference_root_cause_id from t_model_data ) ;
在模型表中，有哪几条记录的根原因不是关键变量？	select * from t_model_data inner join t_rt_info on t_model_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag != 1 ;
在模型表中哪几个模型的根原因没有低低限报警值？	select t_model_data.Inference_path from t_model_data inner join t_rt_info on t_model_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.LLower_limit is null ;
哪些模型的根原因变量有低限和高限阈值？	select t_model_data.Inference_path from t_model_data inner join t_rt_info on t_model_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Lower_limit is not null and t_rt_info.Upper_limit is not null ;
哪几个位号下的模型根原因都不是关键变量？	select t_model_data.Tag_code from t_model_data inner join t_rt_info on t_model_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 group by t_model_data.Tag_code having count ( * ) = 0 ;
对每个位号，统计推理模型根原因是关键变量的数目。	select count ( * ) from t_model_data inner join t_rt_info on t_model_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 group by t_model_data.Tag_code ;
哪几条因果路径的根原因的低限报警值不为空？	select t_model_data.Inference_path from t_model_data inner join t_rt_info on t_model_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Lower_limit is not null ;
哪些变量所有路径的根原因都没有高限报警值？	select t_model_data.Tag_code from t_model_data inner join t_rt_info on t_model_data.Inference_root_cause_id = t_rt_info.Tag_code group by t_model_data.Tag_code having sum ( t_rt_info.Upper_limit is not null ) = 0 ;
模型表中哪些变量的所有推理路径的根原因都有高报和低报阈值？	select t_model_data.Tag_code from t_model_data inner join t_rt_info on t_model_data.Inference_root_cause_id = t_rt_info.Tag_code group by t_model_data.Tag_code having sum ( t_rt_info.Upper_limit is null ) = 0 and sum ( t_rt_info.UUpper_limit is null ) = 0 ;
告诉我T201顶循环油返塔温度指示的哪些推理路径的根原因是关键变量。	select distinct t_model_data.Tag_code from t_model_data inner join t_rt_info on t_model_data.Inference_root_cause_id = t_rt_info.Tag_code where t_model_data.Tag_code = '3B2CHLH_0202B_TI217.PV' and t_rt_info.Key_tag = 1 ;
统计哪些变量的路径根原因中包括了关键变量。	select distinct t_model_data.Tag_code from t_model_data inner join t_rt_info on t_model_data.Inference_root_cause_id = t_rt_info.Tag_code where t_rt_info.Key_tag = 1 ;
回炼油返塔流量调节是多少个不同关键变量的根原因？	select count ( distinct t_model_data.Tag_code ) from t_model_data inner join t_rt_info on t_model_data.Tag_code = t_rt_info.Tag_code where t_model_data.Inference_root_cause_id = '3B1CHLH_FIC314.PV' and t_rt_info.Key_tag = 1 ;
F101出口温度的推理路径的根原因中，有多少个是只有高报限而没有低报限的？	select count ( * ) from t_model_data inner join t_rt_info on t_model_data.Inference_root_cause_id = t_rt_info.Tag_code where t_model_data.Tag_code = '2B2LXCZ_0211TIC_10302' and t_rt_info.Upper_limit is not null and t_rt_info.UUpper_limit is null ;
关于分馏塔底搅拌蒸汽流量调节的所有模型的根原因，有哪些位号的单位是液位？	select t_rt_info.Tag_desc from t_model_data inner join t_rt_info on t_model_data.Inference_root_cause_id = t_rt_info.Tag_code where t_model_data.Tag_code = '3B1CHLH_FIC373.PV' and t_rt_info.Tag_unit = 'level' ;
