请告诉我最近49分钟的所有实时数据。	select * from t_rt_data where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 49 ' ) ;
查看C201出入口压差这个变量最近一次低于低低报警阈值或者高于高高报警阈值的时间。	select t_rt_data.Result_time from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_AUTO_PIR_201' and t_rt_data.Result_value < t_rt_info.LLower_limit or t_rt_data.Result_value > t_rt_info.UUpper_limit order by t_rt_data.Id desc limit 1 ;
F203炉出口温度在过去14分钟里，有多少个数据点是在高报阈值和低报阈值之间的？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211TIC_20105' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 14 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
两器压差在过去26分钟里，有多少个数据点是在高报阈值和低报阈值之间的？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B1CHLH_PDT211A.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 26 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
R101压降在过去9分钟里，有多少个数据点是在高报阈值和低报阈值之间的？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211PDI_10301' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 9 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
膜分离产品氢纯度在过去37分钟里，有多少个数据点是在高报阈值和低报阈值之间的？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211AT_30105' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 37 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
统计二反上部温度这个位点今天低于低报警限的次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B2CHLH_0202B_TI1104.PV' and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value < t_rt_info.Lower_limit ;
统计V304提升管压差这个位点今天低于低报警限的次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211PDIC_30801' and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value < t_rt_info.Lower_limit ;
调取最近的2个数据点的高报警限和低报警限。	select t_rt_info.Upper_limit and t_rt_info.Lower_limit from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code order by t_rt_data.Id desc limit 2 ;
调取最近的5个数据点的高报警限和低报警限。	select t_rt_info.Upper_limit and t_rt_info.Lower_limit from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code order by t_rt_data.Id desc limit 5 ;
外取热器下部温度的上一个数据点是否低于低低报警限了？	select ( select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '3B1CHLH_TI243.PV' order by t_rt_data.Id desc limit 1 ) < ( select t_rt_info.LLower_limit from t_rt_info where t_rt_info.Tag_code = '3B1CHLH_TI243.PV' ) ;
T202塔釜液位的上一个数据点是否低于低低报警限了？	select ( select t_rt_data.Result_value from t_rt_data where t_rt_data.Tag_code = '2B2LXCZ_0211LIC_21701' order by t_rt_data.Id desc limit 1 ) < ( select t_rt_info.LLower_limit from t_rt_info where t_rt_info.Tag_code = '2B2LXCZ_0211LIC_21701' ) ;
过去9小时中所有变量有多少有过低于低报阈值的情况？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 9 : 0 ' ) and t_rt_data.Result_value < t_rt_info.Lower_limit ;
过去2小时中所有变量有多少有过低于低报阈值的情况？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 2 : 0 ' ) and t_rt_data.Result_value < t_rt_info.Lower_limit ;
从今天上午7点起，哪些关键报警位号没有超过高高报警限也没有低于过低低报警限？	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( curdate ( ) , ' 7 : 0 ' ) group by t_rt_data.Tag_code having ( sum ( t_rt_data.Result_value < t_rt_info.Lower_limit or t_rt_data.Result_value > t_rt_info.Upper_limit ) = 0 ) ;
从今天上午11点起，哪些关键报警位号没有超过高高报警限也没有低于过低低报警限？	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( curdate ( ) , ' 11 : 0 ' ) group by t_rt_data.Tag_code having ( sum ( t_rt_data.Result_value < t_rt_info.Lower_limit or t_rt_data.Result_value > t_rt_info.Upper_limit ) = 0 ) ;
昨天发生过几起关键报警低于低阈值的情况？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 ) and t_rt_data.Result_value < t_rt_info.Lower_limit ;
最近46分钟，装置二催当中的变量有哪些有过高于高报限的时刻，按它们的位号排序。	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B2CHLH' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 46 ' ) and t_rt_data.Result_value > t_rt_info.Upper_limit order by t_rt_data.Tag_code ;
最近2分钟，装置二号连续重整装置当中的变量有哪些有过高于高报限的时刻，按它们的位号排序。	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 2 ' ) and t_rt_data.Result_value > t_rt_info.Upper_limit order by t_rt_data.Tag_code ;
最近27分钟，装置二号重整装置当中的变量有哪些有过高于高报限的时刻，按它们的位号排序。	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 27 ' ) and t_rt_data.Result_value > t_rt_info.Upper_limit order by t_rt_data.Tag_code ;
最近56分钟，装置二催当中的变量有哪些有过高于高报限的时刻，按它们的位号排序。	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B2CHLH' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 56 ' ) and t_rt_data.Result_value > t_rt_info.Upper_limit order by t_rt_data.Tag_code ;
将装置催化装置二号中的变量按低于低报警限的次数降序排序。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B2CHLH' group by t_rt_data.Tag_code order by sum ( t_rt_data.Result_value < t_rt_info.Lower_limit ) desc ;
将装置催化装置一号中的变量按低于低报警限的次数降序排序。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B1CHLH' group by t_rt_data.Tag_code order by sum ( t_rt_data.Result_value < t_rt_info.Lower_limit ) desc ;
统计哪些变量在昨天没有出现过低于低报警限或者高于高报警限的情况。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 ) group by t_rt_data.Tag_code having ( sum ( t_rt_data.Result_value < t_rt_info.Lower_limit or t_rt_data.Result_value > t_rt_info.Upper_limit ) = 0 ) ;
查询在装置催化装置二中，哪个变量在过去12小时有最多次超过了高高报警限。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B2CHLH' group by t_rt_data.Tag_code order by sum ( t_rt_data.Result_time > addtime ( now ( ) , ' - 12 : 0 ' )  ) desc limit 1 ;
查询在装置连续重整2中，哪个变量在过去5小时有最多次超过了高高报警限。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_data.Tag_code order by sum ( t_rt_data.Result_time > addtime ( now ( ) , ' - 5 : 0 ' )  ) desc limit 1 ;
查询在装置二号连续重整装置中，哪个变量在过去12小时有最多次超过了高高报警限。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_data.Tag_code order by sum ( t_rt_data.Result_time > addtime ( now ( ) , ' - 12 : 0 ' )  ) desc limit 1 ;
查询在装置连续重整2中，哪个变量在过去36小时有最多次超过了高高报警限。	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_data.Tag_code order by sum ( t_rt_data.Result_time > addtime ( now ( ) , ' - 36 : 0 ' )  ) desc limit 1 ;
对每个在前41分钟里低于低报限的关键变量，统计它们这段时间内的低于低报警限的次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 41 ' ) and t_rt_data.Result_value < t_rt_info.Lower_limit group by t_rt_data.Tag_code having count ( * ) > 0 ;
对每个在前3分钟里低于低报限的关键变量，统计它们这段时间内的低于低报警限的次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 3 ' ) and t_rt_data.Result_value < t_rt_info.Lower_limit group by t_rt_data.Tag_code having count ( * ) > 0 ;
有哪些变量在过去44分钟里全部的采样值都高于它的高报？	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code group by t_rt_data.Tag_code having sum ( t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 44 ' ) and t_rt_data.Result_value <= t_rt_info.Upper_limit ) = 0 ;
有哪些变量在过去27分钟里全部的采样值都高于它的高报？	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code group by t_rt_data.Tag_code having sum ( t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 27 ' ) and t_rt_data.Result_value <= t_rt_info.Upper_limit ) = 0 ;
今天哪个装置发生了最多次位点数据不到低报阈值的情况？	select t_rt_info.Unit_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value < t_rt_info.Lower_limit group by t_rt_info.Unit_code order by count ( * ) desc limit 1 ;
哪些变量在今天又有过不到低低报警限、同时还超过过高高报警限？	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) group by t_rt_data.Tag_code having sum ( t_rt_data.Result_value < t_rt_info.LLower_limit ) > 0 and sum ( t_rt_data.Result_value > t_rt_info.UUpper_limit ) > 0 ;
查询位号至V701除氧水流量最近40分钟内有几次在低报限和高报限之间。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B2CHLH_0202B_FC280_2.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 40 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
查询位号中压汽包容208液位控制最近11分钟内有几次在低报限和高报限之间。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B1CHLH_LIC2813.PV' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 11 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
查询位号C202一段入口流量最近28分钟内有几次在低报限和高报限之间。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211FI_20802' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 28 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
查询位号V106顶压最近26分钟内有几次在低报限和高报限之间。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211PIC_11001' and t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 26 ' ) and t_rt_data.Result_value between t_rt_info.Lower_limit and t_rt_info.Upper_limit ;
查询R201出入口压差在今天没有超过高报限的记录里最大的那个值。	select t_rt_data.Result_value from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211PDI_20201' and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value < t_rt_info.Upper_limit order by t_rt_data.Result_value desc limit 1 ;
查询容304入口中压给水流控在今天没有超过高报限的记录里最大的那个值。	select t_rt_data.Result_value from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B1CHLH_FIC2811.PV' and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Result_value < t_rt_info.Upper_limit order by t_rt_data.Result_value desc limit 1 ;
告诉我所有单位是阀位的变量在过去15分钟的数据。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 15 ' ) and t_rt_info.Tag_unit = 'valve' ;
告诉我所有单位是液位的变量在过去34分钟的数据。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 34 ' ) and t_rt_info.Tag_unit = 'level' ;
告诉我所有单位是浓度的变量在过去53分钟的数据。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 53 ' ) and t_rt_info.Tag_unit = 'concentration' ;
告诉我所有单位是转速的变量在过去23分钟的数据。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 23 ' ) and t_rt_info.Tag_unit = 'spee' ;
单位是密度的位号在今天总共采集到多少条数据？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_info.Tag_unit = 'density' ;
单位是液位的位号在今天总共采集到多少条数据？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_info.Tag_unit = 'level' ;
过去35分钟内的数据中，有多少不同的位号具有单位液位？	select count ( distinct t_rt_data.Tag_code ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time < addtime ( now ( ) , ' - 0 : 35 ' ) and t_rt_info.Tag_unit = 'level' ;
过去59分钟内的数据中，有多少不同的位号具有单位功率？	select count ( distinct t_rt_data.Tag_code ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time < addtime ( now ( ) , ' - 0 : 59 ' ) and t_rt_info.Tag_unit = 'power' ;
过去48分钟内的数据中，有多少不同的位号具有单位摩尔比？	select count ( distinct t_rt_data.Tag_code ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time < addtime ( now ( ) , ' - 0 : 48 ' ) and t_rt_info.Tag_unit = 'ratio' ;
过去20分钟内的数据中，有多少不同的位号具有单位流量？	select count ( distinct t_rt_data.Tag_code ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time < addtime ( now ( ) , ' - 0 : 20 ' ) and t_rt_info.Tag_unit = 'flow' ;
统计每个单位是液位的数据在过去4小时内的数据的均值。	select avg ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 4 : 0 ' ) and t_rt_info.Tag_unit = 'level' group by t_rt_data.Tag_code ;
统计每个单位是阀位的数据在过去5小时内的数据的均值。	select avg ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 5 : 0 ' ) and t_rt_info.Tag_unit = 'valve' group by t_rt_data.Tag_code ;
统计每个单位是转速的数据在过去72小时内的数据的均值。	select avg ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 72 : 0 ' ) and t_rt_info.Tag_unit = 'spee' group by t_rt_data.Tag_code ;
统计每个单位是摩尔比的数据在过去96小时内的数据的均值。	select avg ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 96 : 0 ' ) and t_rt_info.Tag_unit = 'ratio' group by t_rt_data.Tag_code ;
计算所有单位与变量待生斜管滑阀压降调节相同的位号在今天采集到的数据各自的均值。	select avg ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '3B1CHLH_PDIC227.PV' ) group by t_rt_data.Tag_code ;
计算所有单位与变量外取热器返回管流化风流量相同的位号在今天采集到的数据各自的均值。	select avg ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '3B1CHLH_FI243.PV' ) group by t_rt_data.Tag_code ;
返回从今天2点到11点，所有单位是压力的位号的数据的最大值和最小值。	select max ( t_rt_data.Result_value ) , min ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time between addtime ( curdate ( ) , ' 2 : 0 ' ) and addtime ( curdate ( ) , ' 11 : 0 ' ) and t_rt_info.Tag_unit = 'pressure' ;
返回从今天5点到12点，所有单位是转速的位号的数据的最大值和最小值。	select max ( t_rt_data.Result_value ) , min ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time between addtime ( curdate ( ) , ' 5 : 0 ' ) and addtime ( curdate ( ) , ' 12 : 0 ' ) and t_rt_info.Tag_unit = 'spee' ;
返回从今天3点到9点，所有单位是流量的位号的数据的最大值和最小值。	select max ( t_rt_data.Result_value ) , min ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time between addtime ( curdate ( ) , ' 3 : 0 ' ) and addtime ( curdate ( ) , ' 9 : 0 ' ) and t_rt_info.Tag_unit = 'flow' ;
返回从今天1点到3点，所有单位是摩尔比的位号的数据的最大值和最小值。	select max ( t_rt_data.Result_value ) , min ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time between addtime ( curdate ( ) , ' 1 : 0 ' ) and addtime ( curdate ( ) , ' 3 : 0 ' ) and t_rt_info.Tag_unit = 'ratio' ;
返回从今天7点到10点，所有单位是摩尔比的位号的数据的最大值和最小值。	select max ( t_rt_data.Result_value ) , min ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time between addtime ( curdate ( ) , ' 7 : 0 ' ) and addtime ( curdate ( ) , ' 10 : 0 ' ) and t_rt_info.Tag_unit = 'ratio' ;
返回从今天11点到12点，所有单位是浓度的位号的数据的最大值和最小值。	select max ( t_rt_data.Result_value ) , min ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time between addtime ( curdate ( ) , ' 11 : 0 ' ) and addtime ( curdate ( ) , ' 12 : 0 ' ) and t_rt_info.Tag_unit = 'concentration' ;
按单位将过去35分钟里的数据分类返回。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 35 ' ) order by t_rt_info.Tag_unit ;
按单位将过去24分钟里的数据分类返回。	select * from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 24 ' ) order by t_rt_info.Tag_unit ;
统计所有不同单位的数据在今天的最大值。	select max ( t_rt_data.Result_value ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) group by t_rt_info.Tag_unit ;
预加氢进料2最近3条高报警记录中，有多少是没有超过它的高高限的？	select sum ( t_rt_data.Result_value <= t_rt_info.UUpper_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211FIC_10102' and t_rt_data.Alarm_status = 2 order by t_rt_data.Id desc limit 3 ;
双动滑阀北侧阀位指示最近2条高报警记录中，有多少是没有超过它的高高限的？	select sum ( t_rt_data.Result_value <= t_rt_info.UUpper_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B1CHLH_ZI202.PV' and t_rt_data.Alarm_status = 2 order by t_rt_data.Id desc limit 2 ;
V103含硫干气流量最近8条高报警记录中，有多少是没有超过它的高高限的？	select sum ( t_rt_data.Result_value <= t_rt_info.UUpper_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211FI_10502' and t_rt_data.Alarm_status = 2 order by t_rt_data.Id desc limit 8 ;
R101入口压力最近100条高报警记录中，有多少是没有超过它的高高限的？	select sum ( t_rt_data.Result_value <= t_rt_info.UUpper_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211PI_10301' and t_rt_data.Alarm_status = 2 order by t_rt_data.Id desc limit 100 ;
容304入口中压给水流控最近2条低报警记录中，有多少是没有低于它的低低报警值的？	select sum ( t_rt_data.Result_value >= t_rt_info.LLower_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B1CHLH_FIC2811.PV' and t_rt_data.Alarm_status = 1 order by t_rt_data.Id desc limit 2 ;
烟机入口温度最近200条低报警记录中，有多少是没有低于它的低低报警值的？	select sum ( t_rt_data.Result_value >= t_rt_info.LLower_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B1CHLH_TIA5102.PV' and t_rt_data.Alarm_status = 1 order by t_rt_data.Id desc limit 200 ;
容304入口中压给水流控最近200条低报警记录中，有多少是没有低于它的低低报警值的？	select sum ( t_rt_data.Result_value >= t_rt_info.LLower_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '3B1CHLH_FIC2811.PV' and t_rt_data.Alarm_status = 1 order by t_rt_data.Id desc limit 200 ;
R204出入口压差最近100条低报警记录中，有多少是没有低于它的低低报警值的？	select sum ( t_rt_data.Result_value >= t_rt_info.LLower_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Tag_code = '2B2LXCZ_0211PDI_20204' and t_rt_data.Alarm_status = 1 order by t_rt_data.Id desc limit 100 ;
在最近的2条高报警记录中，有几条还没有高于它们各自的高高报警值？	select sum ( t_rt_data.Result_value <= t_rt_info.UUpper_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Alarm_status = 2 order by t_rt_data.Id desc limit 2 ;
在最近的8条高报警记录中，有几条还没有高于它们各自的高高报警值？	select sum ( t_rt_data.Result_value <= t_rt_info.UUpper_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Alarm_status = 2 order by t_rt_data.Id desc limit 8 ;
在数据库中有多少条高报警记录的值实际上没有高于高报警值？	select sum ( t_rt_data.Result_value <= t_rt_info.UUpper_limit ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Alarm_status = 2 ;
关键变量在昨天发生了多少次报警？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = adddate ( curdate ( ) , - 1 ) and t_rt_data.Alarm_status != 0 ;
今天有几次关键变量的报警？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Alarm_status != 0 ;
今天有哪些关键变量发生了报警了？	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Alarm_status != 0 ;
每个装置在今天分别有哪些关键变量发生了报警？	select distinct t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and date ( t_rt_data.Result_time ) = curdate ( ) and t_rt_data.Alarm_status != 0 order by t_rt_info.Unit_code ;
按不同的装置统计过去10小时内发生关键报警的位号数量。	select count ( distinct t_rt_data.Tag_code ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Key_tag = 1 and t_rt_data.Result_time > addtime ( now ( ) , ' - 10 : 0 ' ) and t_rt_data.Alarm_status != 0 group by t_rt_info.Unit_code ;
